SIS V(mV)	-0.1
SIS C(uA)	25.2
SIS Mag (mA)	-0.1
LO PA Vd (V)	0.00
LO PA Id (mA)	0.00
IF(GHz)	Hot-Power(dBm)	Cold-Power(dBm)	Y-factor	Tsys
18.82	-67.22	-68.41	1.32	618.08
18.83	-67.53	-68.39	1.22	923.46
18.83	-67.65	-68.87	1.32	597.68
18.84	-67.63	-68.90	1.34	565.71
18.84	-68.26	-69.24	1.25	789.47
18.84	-67.69	-69.36	1.47	391.77
18.85	-67.91	-69.20	1.35	556.04
18.85	-68.54	-69.56	1.26	756.17
18.85	-68.42	-69.40	1.25	786.82
18.86	-68.83	-69.84	1.26	751.45
18.86	-68.38	-70.25	1.54	330.17
18.86	-68.57	-69.80	1.33	589.73
18.87	-68.43	-70.06	1.46	404.32
18.87	-68.43	-69.86	1.39	483.97
18.88	-68.54	-69.72	1.31	622.40
18.88	-68.55	-69.98	1.39	482.84
18.88	-68.57	-70.16	1.44	420.21
18.89	-68.62	-69.48	1.22	916.40
18.89	-68.46	-69.97	1.42	450.27
18.89	-68.57	-69.28	1.18	1157.41
18.90	-68.05	-69.37	1.35	540.94
18.90	-68.07	-69.55	1.41	463.06
18.91	-68.02	-69.38	1.37	517.40
18.91	-67.92	-68.88	1.25	802.41
18.91	-67.86	-68.69	1.21	961.07
18.92	-67.72	-68.74	1.27	742.74
18.92	-67.33	-68.80	1.40	466.27
18.92	-67.37	-68.61	1.33	589.51
18.93	-67.30	-68.07	1.20	1044.01
18.93	-67.44	-68.17	1.18	1134.01
18.93	-67.10	-68.04	1.24	819.86
18.94	-67.02	-68.35	1.36	535.45
18.94	-66.69	-67.94	1.33	579.43
18.95	-66.81	-68.12	1.35	543.84
18.95	-66.73	-68.09	1.37	519.07
18.95	-66.93	-68.36	1.39	484.78
18.96	-67.22	-68.32	1.29	676.90
18.96	-67.32	-68.31	1.25	785.42
18.96	-67.61	-68.38	1.20	1044.50
18.97	-67.44	-68.61	1.31	632.87
18.97	-67.72	-68.80	1.28	693.23
18.98	-67.69	-68.81	1.29	666.03
18.98	-67.49	-68.74	1.33	582.69
18.98	-67.50	-68.81	1.35	544.06
18.99	-67.69	-69.22	1.42	438.89
18.99	-68.03	-69.33	1.35	551.00
18.99	-67.81	-69.15	1.36	529.29
19.00	-67.92	-69.08	1.31	637.46
19.00	-67.84	-69.19	1.36	524.14
19.00	-68.03	-69.42	1.38	503.18
19.01	-68.04	-69.17	1.30	658.86
19.01	-67.41	-69.56	1.64	265.85
19.02	-67.75	-69.11	1.37	520.98
19.02	-67.48	-69.29	1.52	347.62
19.02	-67.56	-69.00	1.39	479.23
19.03	-67.28	-68.85	1.43	428.19
19.03	-67.16	-68.87	1.48	377.53
19.03	-66.95	-68.63	1.47	385.49
19.04	-67.01	-68.35	1.36	532.79
19.04	-66.70	-68.02	1.35	542.94
19.04	-65.98	-67.65	1.47	391.95
19.05	-66.47	-67.43	1.25	805.69
19.05	-66.19	-67.45	1.34	572.06
19.06	-66.03	-67.33	1.35	552.28
19.06	-65.98	-67.14	1.31	638.50
19.06	-66.14	-67.20	1.28	712.83
19.07	-65.93	-67.01	1.28	698.07
19.07	-65.63	-67.12	1.41	458.63
19.07	-65.58	-66.81	1.32	597.12
19.08	-65.74	-67.39	1.46	398.43
19.08	-65.63	-67.49	1.53	332.53
19.09	-66.23	-67.66	1.39	483.83
19.09	-66.15	-67.69	1.42	439.61
19.09	-66.20	-67.60	1.38	498.52
19.10	-66.14	-67.93	1.51	352.59
19.10	-66.27	-68.14	1.54	329.04
19.10	-66.28	-68.00	1.48	375.66
19.11	-66.37	-67.86	1.41	458.29
19.11	-66.39	-68.25	1.53	332.86
19.11	-66.60	-68.30	1.48	378.28
19.12	-66.55	-68.56	1.59	295.14
19.12	-66.87	-68.28	1.38	492.98
19.13	-66.72	-68.52	1.51	349.57
19.13	-66.65	-68.29	1.46	400.94
19.13	-66.44	-68.08	1.46	400.95
19.14	-66.29	-68.05	1.50	361.15
19.14	-65.82	-68.03	1.66	252.65
19.14	-65.87	-68.09	1.67	250.13
19.15	-65.96	-67.70	1.49	366.39
19.15	-66.09	-67.47	1.37	509.96
19.15	-65.68	-67.33	1.46	395.84
19.16	-65.83	-67.50	1.47	389.83
19.16	-65.72	-67.19	1.40	469.16
19.17	-65.55	-67.11	1.43	433.46
19.17	-65.84	-67.00	1.31	634.27
19.17	-65.72	-67.31	1.44	416.85
19.18	-64.98	-67.07	1.62	276.16
19.18	-65.18	-67.15	1.57	304.10
19.18	-64.72	-66.45	1.49	368.66
19.19	-65.11	-67.01	1.55	321.04
19.19	-65.02	-66.80	1.51	354.55
19.20	-65.01	-66.90	1.54	325.56
19.20	-65.33	-66.90	1.43	428.41
19.20	-65.19	-67.45	1.69	242.67
19.21	-65.43	-67.08	1.46	394.86
19.21	-65.35	-67.64	1.69	238.91
19.21	-65.74	-67.85	1.62	274.36
19.22	-65.62	-67.75	1.64	267.65
19.22	-65.98	-67.93	1.57	308.75
19.22	-65.85	-68.22	1.73	224.94
19.23	-66.27	-67.99	1.49	374.45
19.23	-66.07	-68.10	1.60	289.95
19.24	-66.10	-68.47	1.72	225.88
19.24	-66.34	-68.21	1.54	331.20
19.24	-66.13	-68.18	1.60	286.17
19.25	-66.18	-68.07	1.55	324.37
19.25	-66.13	-68.14	1.59	295.87
19.25	-66.67	-68.55	1.54	326.76
19.26	-66.50	-68.15	1.46	397.87
19.26	-66.08	-68.27	1.66	256.18
19.26	-66.24	-68.64	1.74	220.03
19.27	-66.39	-68.18	1.51	351.68
19.27	-66.31	-68.13	1.52	344.47
19.28	-65.97	-68.28	1.70	233.82
19.28	-65.72	-68.14	1.75	216.18
19.28	-65.90	-67.66	1.50	362.28
19.29	-65.36	-67.71	1.72	228.04
19.29	-65.58	-67.61	1.59	291.30
19.29	-65.25	-67.06	1.52	347.06
19.30	-65.46	-67.03	1.43	429.12
19.30	-65.18	-67.15	1.57	305.33
19.30	-64.56	-66.48	1.56	316.37
19.31	-64.35	-66.45	1.62	275.96
19.31	-64.60	-66.60	1.59	296.51
19.32	-64.92	-66.55	1.46	403.04
19.32	-64.49	-66.56	1.61	283.02
19.32	-64.08	-66.24	1.64	263.87
19.33	-64.57	-66.81	1.68	246.49
19.33	-64.59	-66.22	1.45	404.51
19.33	-64.59	-66.12	1.42	440.77
19.34	-64.67	-66.92	1.68	246.17
19.34	-65.04	-66.53	1.41	459.44
19.35	-64.86	-67.28	1.75	215.42
19.35	-64.61	-67.23	1.83	187.46
19.35	-65.11	-67.21	1.62	275.31
19.36	-65.25	-67.30	1.60	286.03
19.36	-65.16	-67.64	1.77	206.59
19.36	-65.39	-67.75	1.72	225.62
19.37	-65.56	-67.57	1.59	294.46
19.37	-65.65	-67.78	1.63	269.52
19.37	-65.82	-67.83	1.59	295.41
19.38	-65.59	-68.09	1.78	204.23
19.38	-65.76	-68.22	1.76	211.28
19.39	-65.76	-67.90	1.64	267.81
19.39	-65.73	-67.78	1.60	285.73
19.39	-65.88	-68.04	1.64	263.85
19.40	-65.38	-67.53	1.64	264.54
19.40	-65.33	-67.54	1.66	253.31
19.40	-64.98	-67.61	1.83	186.30
19.41	-64.94	-66.87	1.56	314.93
19.41	-64.87	-67.15	1.69	240.07
19.41	-64.76	-66.71	1.56	311.24
19.42	-64.50	-66.46	1.57	308.60
19.42	-64.02	-66.18	1.64	263.44
19.43	-64.18	-66.41	1.67	249.14
19.43	-64.17	-65.97	1.51	349.73
19.43	-64.03	-65.87	1.53	336.23
19.44	-64.11	-65.92	1.52	346.67
19.44	-63.99	-65.78	1.51	353.20
19.44	-63.66	-65.71	1.60	285.14
19.45	-63.70	-65.56	1.53	332.64
19.45	-63.65	-65.79	1.63	268.34
19.46	-63.58	-65.91	1.71	231.29
19.46	-63.32	-66.13	1.91	162.99
19.46	-64.07	-66.47	1.74	219.93
19.47	-63.69	-66.31	1.83	186.52
19.47	-63.94	-66.58	1.84	184.53
19.47	-63.88	-66.25	1.72	225.50
19.48	-63.92	-66.38	1.76	209.83
19.48	-63.74	-66.66	1.96	151.97
19.48	-64.02	-67.00	1.99	145.05
19.49	-63.37	-66.44	2.03	136.62
19.49	-63.97	-66.86	1.95	154.01
19.50	-64.04	-66.20	1.64	263.84
19.50	-63.80	-66.14	1.72	229.04
19.50	-63.77	-66.01	1.67	247.77
19.51	-63.78	-66.13	1.72	227.04
19.51	-63.16	-66.07	1.95	152.67
19.51	-63.00	-65.57	1.81	194.07
19.52	-62.75	-65.42	1.85	180.92
19.52	-63.01	-64.97	1.57	306.80
19.52	-62.66	-64.63	1.58	303.09
19.53	-62.58	-64.71	1.63	269.35
19.53	-62.12	-64.53	1.74	218.77
19.54	-62.08	-64.50	1.75	216.71
19.54	-61.91	-64.29	1.73	222.28
19.54	-61.56	-64.19	1.83	186.79
19.55	-61.76	-63.56	1.51	349.46
19.55	-61.54	-63.86	1.71	232.73
19.55	-61.37	-63.41	1.60	288.81
19.56	-61.23	-63.47	1.67	247.64
19.56	-61.02	-63.19	1.65	261.23
19.57	-60.85	-63.50	1.84	184.18
19.57	-60.53	-63.27	1.88	170.89
19.57	-60.89	-63.49	1.82	189.90
19.58	-60.54	-63.55	2.00	142.01
19.58	-61.04	-63.48	1.76	212.53
19.58	-61.01	-63.17	1.65	262.45
19.59	-60.96	-63.34	1.73	223.02
19.59	-60.98	-63.84	1.93	158.11
19.59	-61.09	-63.84	1.88	170.76
19.60	-61.17	-63.78	1.82	189.55
19.60	-61.15	-63.75	1.82	191.08
19.61	-60.88	-63.54	1.85	181.52
19.61	-60.80	-63.54	1.88	172.40
19.61	-61.29	-63.50	1.66	254.11
19.62	-61.14	-63.55	1.74	217.78
19.62	-61.00	-63.17	1.65	260.49
19.62	-60.56	-63.39	1.92	160.80
19.63	-60.33	-63.43	2.04	133.36
19.63	-60.55	-63.23	1.86	179.11
19.64	-60.29	-63.02	1.87	173.29
19.64	-59.98	-63.12	2.06	129.40
19.64	-59.96	-62.26	1.70	236.34
19.65	-59.98	-62.29	1.70	235.56
19.65	-59.78	-62.40	1.83	188.39
19.65	-59.74	-62.30	1.80	195.53
19.66	-59.54	-61.97	1.75	214.30
19.66	-59.13	-61.95	1.91	162.70
19.66	-59.01	-61.64	1.84	185.16
19.67	-59.08	-61.53	1.76	210.92
19.67	-58.64	-60.94	1.70	236.38
19.68	-58.71	-61.01	1.70	236.87
19.68	-58.27	-60.68	1.74	218.24
19.68	-58.07	-60.49	1.75	216.12
19.69	-58.22	-60.27	1.60	285.88
19.69	-58.01	-60.58	1.81	194.14
19.69	-57.89	-60.19	1.70	236.37
19.70	-57.64	-60.23	1.81	191.76
19.70	-57.54	-59.93	1.74	220.83
19.70	-57.24	-59.95	1.87	175.91
19.71	-56.79	-59.73	1.97	149.03
19.71	-57.17	-60.22	2.02	137.84
19.72	-57.37	-60.07	1.86	177.39
19.72	-56.88	-59.67	1.90	166.45
19.72	-57.44	-59.71	1.68	243.42
19.73	-57.00	-59.57	1.81	194.42
19.73	-57.03	-59.85	1.91	162.92
19.73	-56.94	-59.60	1.84	182.87
19.74	-56.92	-59.45	1.79	198.91
19.74	-57.26	-59.59	1.71	231.10
19.75	-56.65	-59.70	2.02	137.73
19.75	-56.45	-59.69	2.11	120.96
19.75	-56.73	-59.72	1.99	144.39
19.76	-56.73	-59.10	1.72	225.71
19.76	-56.61	-59.05	1.76	212.99
19.76	-56.43	-58.85	1.75	215.80
19.77	-56.41	-59.05	1.84	185.27
19.77	-56.45	-58.91	1.76	210.54
19.77	-56.47	-59.02	1.80	197.77
19.78	-56.48	-59.18	1.86	176.63
19.78	-56.39	-58.77	1.73	222.26
19.79	-56.40	-58.72	1.70	234.02
19.79	-56.50	-58.95	1.76	212.16
19.79	-56.38	-59.18	1.91	164.29
19.80	-56.59	-58.77	1.65	259.47
19.80	-56.99	-59.09	1.62	275.33
19.80	-56.92	-59.52	1.82	190.34
19.81	-57.24	-59.44	1.66	255.38
19.81	-57.11	-59.89	1.89	167.93
19.81	-57.34	-59.73	1.74	220.75
19.82	-57.63	-59.91	1.69	241.31
19.82	-57.83	-60.34	1.78	202.25
19.83	-58.03	-60.49	1.76	209.58
19.83	-58.16	-60.84	1.86	178.58
19.83	-57.97	-60.68	1.87	175.44
19.84	-58.12	-61.02	1.95	153.31
19.84	-58.20	-61.02	1.91	162.66
19.84	-58.37	-61.20	1.92	162.06
19.85	-58.47	-60.89	1.74	217.73
19.85	-58.48	-61.20	1.87	174.07
19.86	-58.89	-61.09	1.66	255.32
19.86	-58.47	-61.03	1.80	195.53
19.86	-58.71	-60.95	1.68	247.14
19.87	-58.44	-60.94	1.78	203.94
19.87	-58.24	-60.66	1.75	216.48
19.87	-58.06	-60.96	1.95	153.18
19.88	-57.94	-60.96	2.01	140.49
19.88	-57.75	-60.42	1.85	181.33
19.88	-57.85	-60.49	1.83	185.67
19.89	-57.97	-60.34	1.72	226.25
19.89	-57.84	-60.44	1.82	189.84
19.90	-57.88	-60.59	1.86	176.20
19.90	-58.28	-60.70	1.75	216.07
19.90	-58.15	-60.50	1.72	229.13
19.91	-57.89	-60.67	1.90	167.37
19.91	-58.59	-60.64	1.60	286.54
19.91	-58.46	-60.83	1.72	225.16
19.92	-58.98	-61.43	1.76	211.25
19.92	-58.91	-61.20	1.69	238.36
19.92	-59.07	-61.41	1.72	229.20
19.93	-59.06	-61.37	1.70	235.01
19.93	-59.06	-61.69	1.83	185.62
19.94	-59.55	-62.11	1.81	194.95
19.94	-59.21	-62.29	2.03	135.44
19.94	-59.70	-61.94	1.67	248.63
19.95	-59.98	-61.70	1.49	373.66
19.95	-59.85	-62.12	1.69	241.54
19.95	-59.48	-62.30	1.92	162.12
19.96	-59.97	-61.94	1.57	305.37
19.96	-59.66	-62.40	1.88	171.93
19.96	-59.75	-62.10	1.72	229.05
19.97	-59.86	-62.06	1.66	254.30
19.97	-59.76	-62.10	1.71	231.35
19.98	-59.82	-61.99	1.65	261.09
19.98	-59.71	-61.94	1.67	248.76
19.98	-59.71	-62.36	1.84	184.16
19.99	-59.72	-62.18	1.76	210.92
19.99	-59.95	-62.28	1.71	232.28
19.99	-60.10	-62.23	1.63	270.38
20.00	-60.42	-62.55	1.63	268.06
20.00	-60.34	-62.93	1.81	191.78
20.01	-60.59	-63.03	1.75	213.83
20.01	-61.01	-63.27	1.68	243.79
20.01	-61.43	-63.58	1.64	265.57
20.02	-61.28	-64.49	2.10	122.57
20.02	-61.83	-64.64	1.91	162.83
20.02	-62.45	-64.79	1.71	229.33
20.03	-62.67	-65.22	1.80	197.06
20.03	-63.27	-65.73	1.76	209.92
20.03	-63.62	-65.52	1.55	321.97
20.04	-63.77	-65.79	1.59	293.40
20.04	-64.13	-66.01	1.54	328.47
20.05	-64.30	-66.35	1.60	285.07
20.05	-64.40	-66.54	1.64	266.12
20.05	-64.25	-66.31	1.61	283.48
20.06	-64.91	-66.45	1.42	439.86
20.06	-64.62	-66.38	1.50	361.05
20.06	-64.31	-66.43	1.63	269.52
20.07	-64.73	-66.04	1.35	543.89
20.07	-64.16	-66.21	1.60	285.65
20.07	-64.92	-66.12	1.32	615.74
20.08	-64.55	-66.12	1.43	427.49
20.08	-64.15	-66.30	1.64	264.07
20.09	-64.64	-66.24	1.45	414.60
20.09	-64.01	-65.69	1.47	387.52
20.09	-64.29	-66.31	1.59	293.77
20.10	-64.48	-66.17	1.48	383.31
20.10	-64.38	-66.20	1.52	344.69
20.10	-64.21	-66.25	1.60	288.92
20.11	-63.88	-66.03	1.64	264.71
20.11	-64.07	-66.23	1.65	262.45
20.12	-64.00	-65.84	1.53	338.01
20.12	-63.65	-65.97	1.70	233.99
20.12	-64.04	-66.30	1.68	244.65
20.13	-64.00	-66.49	1.77	205.68
20.13	-64.34	-66.33	1.58	297.64
20.13	-64.72	-66.50	1.51	353.40
20.14	-64.56	-66.81	1.68	246.29
20.14	-64.78	-66.86	1.61	279.22
20.14	-65.12	-67.16	1.60	288.19
20.15	-65.40	-67.32	1.56	315.53
20.15	-65.61	-67.14	1.42	440.19
20.16	-65.60	-67.49	1.55	324.18
20.16	-65.45	-67.44	1.58	298.48
20.16	-65.56	-67.35	1.51	352.12
20.17	-65.83	-67.43	1.44	415.40
20.17	-65.73	-67.86	1.63	269.06
20.17	-65.84	-67.37	1.42	443.32
20.18	-65.97	-67.59	1.46	404.23
20.18	-65.91	-67.55	1.46	399.83
20.18	-65.94	-67.90	1.57	307.30
20.19	-65.99	-67.60	1.45	410.59
20.19	-65.89	-67.92	1.60	290.47
20.20	-66.28	-67.73	1.40	473.12
20.20	-66.50	-67.72	1.32	597.75
20.20	-66.39	-67.99	1.45	413.76
20.21	-66.30	-67.45	1.30	647.76
20.21	-66.05	-67.81	1.50	361.59
20.21	-66.17	-67.99	1.52	343.76
20.22	-65.82	-67.67	1.53	334.61
20.22	-65.64	-67.77	1.63	268.16
20.23	-65.64	-67.49	1.53	335.18
20.23	-65.77	-67.61	1.53	336.85
20.23	-65.23	-66.98	1.49	366.30
20.24	-65.60	-67.49	1.54	325.58
20.24	-65.40	-67.46	1.61	283.47
20.24	-65.93	-67.42	1.41	455.94
20.25	-65.55	-67.68	1.63	268.17
20.25	-65.36	-67.75	1.74	220.86
20.25	-66.19	-67.84	1.46	397.49
20.26	-65.88	-68.00	1.63	270.15
20.26	-66.03	-68.15	1.63	270.74
20.27	-66.34	-68.31	1.57	305.00
20.27	-66.42	-68.41	1.58	300.47
20.27	-66.82	-68.26	1.39	480.60
20.28	-66.94	-68.26	1.36	536.63
20.28	-66.95	-68.87	1.56	317.01
20.28	-67.17	-68.85	1.47	387.68
20.29	-67.30	-69.14	1.53	339.65
20.29	-67.74	-69.36	1.45	407.28
20.30	-67.56	-69.44	1.54	328.60
20.30	-67.89	-69.64	1.49	365.72
20.30	-68.33	-69.70	1.37	510.52
20.31	-68.24	-69.67	1.39	482.29
20.31	-68.60	-69.79	1.31	619.18
20.31	-68.25	-70.14	1.55	323.78
20.32	-68.52	-69.95	1.39	482.60
20.32	-68.30	-70.02	1.49	372.52
20.32	-68.43	-69.86	1.39	484.71
20.33	-68.31	-69.96	1.46	397.20
20.33	-68.20	-69.66	1.40	474.74
20.34	-67.84	-69.50	1.47	392.47
20.34	-67.97	-69.75	1.51	356.30
20.34	-68.39	-69.78	1.38	502.63
20.35	-68.58	-69.86	1.34	563.63
20.35	-68.27	-69.99	1.48	376.30
20.35	-68.16	-69.82	1.47	390.52
20.36	-68.36	-69.93	1.43	428.98
20.36	-68.47	-69.80	1.36	535.98
20.36	-68.73	-70.41	1.47	385.04
20.37	-68.03	-70.45	1.74	217.46
20.37	-68.73	-70.54	1.52	344.55
20.38	-68.59	-70.73	1.64	267.45
20.38	-69.21	-70.87	1.47	392.51
20.38	-69.35	-70.60	1.33	578.95
20.39	-69.72	-71.06	1.36	532.37
20.39	-69.61	-70.84	1.33	588.59
20.39	-70.09	-71.57	1.41	461.42
20.40	-70.17	-71.62	1.40	475.46
20.40	-71.03	-71.56	1.13	1589.28
20.41	-72.08	-73.20	1.29	671.56
20.41	-72.40	-73.23	1.21	964.01
20.41	-72.35	-73.66	1.35	546.78
20.42	-72.53	-73.22	1.17	1194.56
20.42	-72.29	-73.97	1.47	386.66
20.42	-72.49	-73.61	1.29	669.05
20.43	-72.30	-73.37	1.28	705.66
20.43	-72.29	-73.73	1.39	480.21
20.43	-72.49	-73.02	1.13	1610.60
20.44	-72.71	-73.45	1.19	1102.42
20.44	-72.43	-73.75	1.36	539.83
20.45	-72.66	-73.57	1.23	862.15
20.45	-72.58	-73.21	1.16	1319.97
20.45	-72.45	-73.24	1.20	1020.57
20.46	-72.29	-73.69	1.38	499.23
20.46	-72.48	-73.52	1.27	730.98
20.46	-72.49	-73.62	1.30	653.53
20.47	-72.47	-73.54	1.28	704.15
20.47	-72.54	-73.42	1.23	895.32
20.47	-72.62	-73.30	1.17	1215.62
20.48	-72.50	-73.53	1.27	746.00
20.48	-72.38	-73.56	1.31	621.93
20.49	-72.55	-73.64	1.29	689.26
20.49	-72.17	-74.17	1.58	298.45
20.49	-72.71	-73.67	1.25	813.66
20.50	-73.27	-74.23	1.25	810.79
20.50	-73.08	-74.41	1.36	535.41
20.50	-73.21	-74.52	1.35	547.75
20.51	-73.46	-74.68	1.33	593.43
20.51	-73.64	-74.68	1.27	731.09
20.52	-73.93	-74.87	1.24	828.42
20.52	-73.80	-74.97	1.31	631.17
20.52	-73.88	-75.07	1.31	618.67
20.53	-73.59	-75.03	1.39	479.93
20.53	-74.14	-75.13	1.26	773.94
20.53	-73.95	-75.07	1.29	671.48
20.54	-73.78	-74.85	1.28	705.44
20.54	-74.39	-74.90	1.13	1673.72
20.54	-74.65	-74.84	1.05	4681.51
20.55	-74.29	-74.95	1.17	1239.94
20.55	-74.26	-75.13	1.22	909.28
20.56	-74.57	-75.37	1.20	999.29
20.56	-74.63	-75.57	1.24	824.42
20.56	-74.40	-75.25	1.21	943.02
20.57	-74.57	-75.66	1.28	693.76
20.57	-74.59	-75.30	1.18	1157.26
20.57	-74.53	-74.77	1.06	3714.15
20.58	-74.21	-75.10	1.23	890.07
20.58	-74.33	-75.18	1.22	940.34
20.58	-74.07	-75.12	1.27	728.73
20.59	-73.64	-74.91	1.34	565.22
20.59	-73.73	-74.68	1.24	824.07
20.60	-73.97	-74.51	1.13	1593.32
20.60	-73.80	-74.66	1.22	926.06
20.60	-73.95	-74.72	1.20	1037.62
20.61	-73.54	-74.95	1.38	495.97
20.61	-73.79	-74.87	1.28	699.97
20.61	-74.00	-75.14	1.30	652.69
20.62	-74.14	-74.88	1.19	1098.45
20.62	-74.51	-74.99	1.12	1823.43
20.62	-74.36	-74.96	1.15	1401.18
20.63	-74.14	-74.85	1.18	1170.53
20.63	-74.36	-74.67	1.07	2878.54
20.64	-74.25	-75.11	1.22	915.50
20.64	-74.42	-74.68	1.06	3515.87
20.64	-74.06	-74.78	1.18	1131.08
20.65	-74.16	-74.82	1.16	1275.41
20.65	-74.35	-74.92	1.14	1467.63
20.65	-74.42	-75.40	1.25	791.02
20.66	-74.85	-75.49	1.16	1316.38
20.66	-75.25	-75.39	1.03	7111.98
20.67	-74.92	-75.65	1.19	1104.68
20.67	-74.99	-75.51	1.13	1669.52
20.67	-74.59	-75.34	1.19	1083.58
20.68	-75.09	-75.54	1.11	1938.03
20.68	-74.95	-75.61	1.16	1258.98
20.68	-75.07	-75.83	1.19	1073.87
20.69	-75.17	-75.32	1.04	5916.72
20.69	-75.14	-75.18	1.01	21680.59
20.69	-74.92	-75.59	1.17	1245.71
20.70	-74.83	-75.35	1.13	1637.56
20.70	-74.43	-75.23	1.20	1011.64
20.71	-74.62	-74.98	1.09	2411.32
20.71	-74.23	-75.05	1.21	986.27
20.71	-74.39	-75.44	1.27	723.94
20.72	-74.48	-75.27	1.20	1020.61
20.72	-74.30	-75.15	1.22	936.01
20.72	-74.79	-75.10	1.07	2859.54
20.73	-74.45	-75.37	1.23	855.43
20.73	-74.38	-75.40	1.26	752.72
20.73	-74.60	-75.28	1.17	1220.56
20.74	-74.30	-75.42	1.29	665.46
20.74	-74.67	-75.27	1.15	1416.95
20.75	-74.98	-75.09	1.03	8081.32
20.75	-74.88	-75.69	1.20	998.86
20.75	-74.69	-75.52	1.21	962.92
20.76	-75.12	-75.72	1.15	1386.64
20.76	-75.31	-75.77	1.11	1881.99
20.76	-75.27	-75.89	1.15	1362.79
20.77	-75.28	-76.27	1.26	778.57
20.77	-76.01	-76.22	1.05	4336.57
20.78	-75.99	-76.49	1.12	1711.60
20.78	-75.78	-76.32	1.13	1584.46
20.78	-76.14	-76.25	1.02	8900.18
20.79	-75.97	-76.48	1.12	1679.43
20.79	-76.03	-76.74	1.18	1142.34
20.79	-76.21	-76.59	1.09	2372.68
20.80	-76.50	-76.39	0.97	-8435.73
20.80	-76.31	-76.60	1.07	3040.09
20.80	-76.39	-76.43	1.01	28478.44
20.81	-76.01	-76.43	1.10	2089.43
20.81	-76.02	-76.51	1.12	1765.85
20.82	-76.03	-76.63	1.15	1382.66
20.82	-75.90	-76.42	1.13	1659.20
20.82	-76.13	-76.59	1.11	1914.64
20.83	-75.68	-76.48	1.20	1014.62
20.83	-76.01	-76.54	1.13	1580.36
20.83	-76.04	-76.61	1.14	1475.03
20.84	-75.88	-76.16	1.07	3201.81
20.84	-75.65	-76.33	1.17	1222.99
20.84	-75.92	-76.20	1.07	3277.23
20.85	-76.09	-76.45	1.09	2392.81
20.85	-75.92	-76.43	1.12	1690.66
20.86	-76.03	-76.34	1.08	2825.14
20.86	-76.08	-76.28	1.05	4510.12
20.86	-75.49	-76.24	1.19	1090.09
20.87	-76.00	-76.32	1.08	2814.28
20.87	-75.94	-76.40	1.11	1918.53
20.87	-75.99	-76.44	1.11	1917.26
20.88	-75.95	-76.22	1.06	3328.26
20.88	-75.85	-76.33	1.12	1808.65
20.89	-76.39	-76.32	0.98	-14612.05
20.89	-75.97	-76.41	1.11	1984.72
20.89	-76.00	-76.27	1.07	3283.98
20.90	-76.37	-76.17	0.95	-4935.15
20.90	-76.40	-77.05	1.16	1281.71
20.90	-76.28	-76.86	1.14	1470.15
20.91	-76.11	-76.35	1.06	3823.86
20.91	-76.12	-76.30	1.04	4912.57
20.91	-76.18	-76.63	1.11	1910.59
20.92	-76.02	-76.20	1.04	5062.13
20.92	-75.97	-76.15	1.04	4947.20
20.93	-75.65	-76.35	1.17	1189.22
20.93	-76.14	-76.57	1.10	2026.31
20.93	-75.62	-76.28	1.16	1269.40
20.94	-75.77	-76.06	1.07	3115.12
20.94	-75.73	-75.87	1.03	6467.42
20.94	-75.77	-76.22	1.11	1913.65
20.95	-75.59	-76.00	1.10	2138.30
20.95	-75.84	-75.99	1.04	6057.92
20.95	-75.63	-75.88	1.06	3551.36
20.96	-75.76	-75.38	0.92	-2689.67
20.96	-75.76	-75.59	0.96	-5716.26
20.97	-75.57	-75.45	0.97	-7639.85
20.97	-75.61	-75.37	0.95	-4090.20
20.97	-75.10	-75.76	1.16	1261.50
20.98	-75.52	-75.57	1.01	23045.73
20.98	-75.45	-75.59	1.03	6838.14
20.98	-75.49	-75.51	1.00	59575.41
20.99	-75.18	-75.54	1.09	2431.36
20.99	-75.21	-75.55	1.08	2557.52
21.00	-75.18	-75.65	1.11	1846.54
21.00	-75.36	-75.60	1.06	3793.29
21.00	-75.62	-75.60	0.99	-42245.72
21.01	-75.52	-75.31	0.95	-4640.29
21.01	-75.65	-75.46	0.96	-4981.34
21.01	-75.63	-75.63	1.00	463244.92
21.02	-75.16	-75.35	1.04	4919.46
21.02	-75.32	-75.51	1.04	4857.51
21.02	-75.26	-75.35	1.02	10711.95
21.03	-74.91	-75.62	1.18	1145.11
21.03	-75.37	-75.56	1.04	4855.06
21.04	-75.10	-75.28	1.04	4932.45
21.04	-74.85	-75.30	1.11	1922.62
21.04	-75.19	-75.40	1.05	4344.63
21.05	-75.35	-75.15	0.95	-4801.11
21.05	-75.31	-75.31	1.00	642408.54
21.05	-75.27	-75.14	0.97	-7184.73
21.06	-74.97	-74.92	0.99	-22432.08
21.06	-75.17	-74.93	0.95	-4216.42
21.07	-74.69	-74.87	1.04	5034.67
21.07	-74.58	-74.98	1.10	2204.82
21.07	-74.75	-75.10	1.09	2475.39
21.08	-74.77	-74.50	0.94	-3732.22
21.08	-74.88	-74.98	1.02	8755.51
21.08	-75.27	-75.05	0.95	-4691.44
21.09	-74.87	-75.03	1.04	5976.14
21.09	-74.92	-74.45	0.90	-2230.14
21.09	-74.69	-74.62	0.98	-13292.69
21.10	-74.38	-74.60	1.05	4149.03
21.10	-74.24	-74.57	1.08	2663.70
21.11	-74.71	-74.90	1.05	4721.16
